filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
MGxNetjg_,0.5199507474899292,0.0458526611328125,1612.8957953782522,1411.8386771487903,2907.58056640625,0.10701949508101852,-376.8760070800781,111.01737213134766,-31.90401268005371,6.622253894805908,-0.816813051700592,-4.456445217132568,-0.19870240986347198,-3.7595927715301514,-5.181572914123535,-0.6652092337608337,-0.6564745903015137,-7.439711570739746,-1.0345799922943115,-0.20308373868465424,-3.5134949684143066,-1.7457046508789062,-3.0118775367736816,-2.8784823417663574,-2.10642671585083,-4.026825428009033,-3.1067051887512207,-1.6085784435272217,-2.5115139484405518,-2.8249239921569824,-1.1787117719650269,-1.87333083152771,-1.8900482654571533,0.2730363607406616,-1.955976128578186,-0.6156955361366272,-0.19929419457912445,-2.2762722969055176,-0.6256411671638489,-1.6080607175827026,-1.4126802682876587,-0.5941543579101562,-2.270373821258545,-1.2309985160827637,-1.6671396493911743,-0.6678045988082886,not_covid
duoxdxBg_,0.5354721546173096,0.0017706173239275813,2892.0870756368267,2467.408140720316,5072.664388020833,0.14858443648726852,-519.158447265625,60.78128433227539,-13.722886085510254,52.14542770385742,0.05104983225464821,-2.534910202026367,16.103620529174805,-1.4945801496505737,4.1232523918151855,11.0308837890625,-0.1563066840171814,-0.9099724888801575,7.216460704803467,-1.7196295261383057,3.9030210971832275,3.6530394554138184,3.043882131576538,2.4399571418762207,2.781968355178833,2.1951615810394287,3.360687017440796,3.8008816242218018,-1.7590476274490356,4.385849952697754,0.30380797386169434,1.0848479270935059,-0.4356239438056946,2.0877904891967773,-1.1377408504486084,3.432874917984009,-2.5806760787963867,1.9275676012039185,-2.1166276931762695,1.2532893419265747,-2.3121776580810547,1.5407525300979614,-3.853855848312378,1.5361223220825195,-3.761888265609741,0.9682257771492004,not_covid
YO4wgiag_,0.4966661036014557,0.03365698456764221,3429.061934974118,2788.634413249972,6886.2884521484375,0.2253146701388889,-282.29791259765625,48.58168029785156,-15.52236557006836,12.710721969604492,4.199979782104492,-7.577726364135742,-19.32419204711914,-12.037647247314453,-16.9014835357666,13.693964958190918,0.8296145796775818,-6.066336631774902,-4.167640209197998,1.0173025131225586,-0.5238063931465149,0.5386928915977478,-8.855953216552734,-2.9279768466949463,-1.118561863899231,-5.9062275886535645,-5.520486831665039,1.945555567741394,-5.491860866546631,-0.8757414221763611,-1.6897262334823608,-1.31911301612854,-1.6973291635513306,4.055312156677246,-4.863640308380127,0.40779173374176025,-2.9377503395080566,2.145279884338379,-2.767727851867676,0.22727130353450775,-2.7967920303344727,-0.8050989508628845,-2.3016512393951416,0.14718875288963318,-1.996069073677063,2.062976121902466,not_covid
jbAKd8Kg_,0.4075489640235901,0.013452006503939629,2710.8116366673694,2664.2875501095195,5778.474934895833,0.14207628038194445,-346.8572998046875,75.76561737060547,-7.648193359375,11.362120628356934,11.365474700927734,1.8424255847930908,-7.957006454467773,-4.2642083168029785,-8.28396987915039,3.105164051055908,-2.8386800289154053,5.0531182289123535,-0.29130738973617554,0.9871860146522522,-2.447526216506958,3.6923670768737793,2.3123278617858887,-2.0596559047698975,-4.772598743438721,-0.5038514733314514,-2.767023801803589,2.792290210723877,-3.344003677368164,-1.4242795705795288,0.40610307455062866,0.8808019161224365,1.1297104358673096,1.293248176574707,0.6797396540641785,-0.022144317626953125,0.2744227945804596,1.614948034286499,-1.2424046993255615,-1.523255705833435,-4.805856227874756,-1.1419597864151,-2.236271381378174,-2.583130121231079,-5.340420246124268,-2.4425196647644043,not_covid
1.wav,0.41269657015800476,0.05900385230779648,1555.64863350034,1418.5999316294915,2870.7370923913045,0.13399832589285715,-340.5880126953125,104.15670013427734,-32.22844314575195,-13.615362167358398,-3.0296642780303955,0.512090265750885,-21.811838150024414,-17.781814575195312,-9.270073890686035,-5.505613803863525,-5.385944366455078,-8.24716854095459,0.9400057792663574,-5.701087474822998,-6.326630115509033,-1.0800398588180542,-1.8126091957092285,-2.5189857482910156,-3.6842663288116455,-3.564146041870117,-3.4010818004608154,-0.5142861008644104,-1.7463746070861816,-1.9619994163513184,-1.5433094501495361,-0.9622567892074585,-2.608119487762451,-2.4753191471099854,0.0837450698018074,-1.5333882570266724,-1.1996523141860962,-0.1515294909477234,-1.3328003883361816,-0.10606633126735687,0.5825127363204956,-0.8612028360366821,0.3206280469894409,1.5741541385650635,0.41345855593681335,0.4446161389350891,covid
2.wav,0.41122308373451233,0.06271642446517944,2583.166933548916,2139.5710249487597,4960.213216145833,0.1954277886284722,-341.66900634765625,48.31515121459961,-20.567407608032227,18.050302505493164,-16.142847061157227,26.603906631469727,-12.093286514282227,-15.435266494750977,-22.635953903198242,-10.586808204650879,-14.642156600952148,-13.203741073608398,-4.272642612457275,-12.161370277404785,-5.901211738586426,-9.495268821716309,-5.752598285675049,-12.553077697753906,-14.743460655212402,-5.856838703155518,-14.835268020629883,-2.0036566257476807,-9.170024871826172,-8.287941932678223,-4.490869998931885,-0.10613441467285156,1.6397804021835327,-2.776977777481079,-2.101426362991333,-2.128056049346924,1.9116467237472534,-3.126147747039795,1.0119779109954834,2.3212008476257324,6.854999542236328,0.10769206285476685,7.6329827308654785,3.5342729091644287,0.9669459462165833,3.617649793624878,covid
gh-shallow,0.43488752841949463,0.00778566487133503,2072.9812482795683,2381.560624169332,4941.8701171875,0.08653192934782608,-352.8711242675781,106.12508392333984,-5.234628200531006,17.117998123168945,-13.15810775756836,17.442296981811523,-21.331602096557617,-10.118553161621094,-7.896807670593262,-12.174446105957031,-7.906350135803223,-6.883115768432617,-13.236510276794434,-7.68148136138916,-8.179978370666504,1.3321585655212402,-12.484456062316895,-6.152116298675537,-16.213850021362305,-6.940216541290283,-10.812616348266602,-3.1503281593322754,-9.44858169555664,-3.4691686630249023,-9.015179634094238,-3.9212911128997803,-5.630397796630859,2.4086825847625732,-5.103997707366943,-1.9227765798568726,-6.600829601287842,-2.1180930137634277,-3.947505235671997,-0.29624003171920776,-6.40977668762207,-1.3818676471710205,-2.7293474674224854,-0.4571262001991272,-4.335570812225342,-0.2977052330970764,covid
-0421-084-,0.42067134380340576,0.030171019956469536,1846.5003659224587,1846.4031045070597,3766.565958658854,0.1098316333912037,-436.9234619140625,57.27851867675781,-3.1009738445281982,9.521533966064453,-7.685151100158691,0.9129149913787842,-10.636096954345703,-7.91572380065918,-12.533146858215332,-2.9522104263305664,2.4072718620300293,-6.689751625061035,-3.5949971675872803,-6.06461238861084,0.21962235867977142,-4.865090847015381,-6.623952865600586,-4.5203399658203125,-5.508700370788574,-5.995492935180664,-4.727830410003662,-2.172194480895996,-6.023199081420898,-4.655106544494629,-3.133521795272827,-2.172109603881836,-1.796295166015625,-1.2140933275222778,-1.0083128213882446,-1.6370583772659302,-2.135099172592163,-1.8959800004959106,-2.132220983505249,-2.680509328842163,-1.651829719543457,-1.836097240447998,0.6537436246871948,-0.280277281999588,0.4553544223308563,1.0955923795700073,covid
gh-heavy-6,0.4728250205516815,0.07059444487094879,3048.2475659238335,1789.1776299776175,4997.507931042269,0.3230784862716763,-367.3935546875,27.25025749206543,-84.51605987548828,39.28724670410156,-19.609724044799805,18.51053237915039,-3.43546986579895,7.919528007507324,-10.130321502685547,-7.816189765930176,2.063077211380005,-17.158573150634766,6.437907695770264,-12.561196327209473,-4.894081115722656,-4.535070419311523,-9.711328506469727,-7.495490550994873,-3.6401970386505127,0.07431717962026596,-0.9856685400009155,4.3069281578063965,-4.769632816314697,-1.393244981765747,-3.2456607818603516,-1.8391653299331665,-0.4809493124485016,1.453505277633667,1.3016698360443115,-2.9890708923339844,1.852516531944275,-1.382788062095642,2.4324684143066406,-1.2201662063598633,-0.9832912087440491,0.33939671516418457,-3.492448329925537,2.4820263385772705,0.9384966492652893,0.4264080822467804,covid
gh-heavy-h,0.41269657015800476,0.05900385230779648,1555.64863350034,1418.5999316294915,2870.7370923913045,0.13399832589285715,-340.5880126953125,104.15670013427734,-32.22844314575195,-13.615362167358398,-3.0296642780303955,0.512090265750885,-21.811838150024414,-17.781814575195312,-9.270073890686035,-5.505613803863525,-5.385944366455078,-8.24716854095459,0.9400057792663574,-5.701087474822998,-6.326630115509033,-1.0800398588180542,-1.8126091957092285,-2.5189857482910156,-3.6842663288116455,-3.564146041870117,-3.4010818004608154,-0.5142861008644104,-1.7463746070861816,-1.9619994163513184,-1.5433094501495361,-0.9622567892074585,-2.608119487762451,-2.4753191471099854,0.0837450698018074,-1.5333882570266724,-1.1996523141860962,-0.1515294909477234,-1.3328003883361816,-0.10606633126735687,0.5825127363204956,-0.8612028360366821,0.3206280469894409,1.5741541385650635,0.41345855593681335,0.4446161389350891,covid
